Date;Open;High;Low;Close;Volume
2010/01/04;85.04189531220285;85.81383128815966;84.39104472853876;85.76842498779297;118944600
2010/01/05;85.71546250754652;86.03331820792138;85.40517067579094;85.99547576904297;111579900
2010/01/06;85.91222830289684;86.26792644745059;85.84411884063536;86.05602264404297;116074400
2010/01/07;85.89710058961275;86.5252481735041;85.65492397309326;86.41929626464844;131091100
2010/01/08;86.19225263340967;86.74472110387465;86.01819125875966;86.70687866210938;126402800
2010/01/11;87.09284453775544;87.13068120336374;86.45712735171242;86.82796478271484;106375700
2010/01/12;86.2528260416825;86.43445711803918;85.68522387586353;86.01821899414062;163333500
2010/01/13;86.23765830325064;86.98689707222228;85.79871716134474;86.74472045898438;161822000
2010/01/14;86.64634454458363;87.13826748297711;86.59336858346106;86.97933959960938;115718800
2010/01/15;86.82796193730626;86.91120490849485;85.67004914788191;86.00304412841797;212283100
2010/01/19;85.98791356464562;87.13068133438857;85.96520463651176;87.07770538330078;139172700
2010/01/20;86.48741333909696;86.61606841488899;85.50357327404757;86.1922607421875;216490200
2010/01/21;86.21496160998083;86.4798413983842;84.42890678825194;84.53485870361328;344859600
2010/01/22;84.1564724169075;84.56514663812924;82.55961798311324;82.65043640136719;345942400
2010/01/25;83.40721374121581;83.55857772538009;82.80177512639551;83.07421875;186937500
2010/01/26;82.74878499997772;83.6039755453278;82.52174770770085;82.72608184814453;211168800
2010/01/27;82.62013643100008;83.30882955161215;81.98442503407705;83.11962890625;271863600
2010/01/28;83.39209922844837;83.43750554706948;81.66658983348334;82.16607666015625;316104000
2010/01/29;82.52175087698346;83.09692243260892;81.14437046473621;81.27302551269531;310677600
2010/02/01;81.84820833797694;82.54446539521217;81.35628545716766;82.53689575195312;187865000
2010/02/02;82.68825815071328;83.69480127478081;82.40066945188319;83.53587341308594;216327900
2010/02/03;83.15746557095514;83.6115517389807;82.87745231114425;83.11962890625;172730700
2010/02/04;82.47637222468958;82.5142089005691;80.53895311771701;80.55409240722656;356715700
2010/02/05;80.64491140785495;80.88708809358027;79.14644496928808;80.72059631347656;493585800
2010/02/08;80.78111374328596;81.22763031199604;80.07728704348052;80.13783264160156;224166900
2010/02/09;81.07624055419716;81.84818225008583;80.42539001607307;81.14435577392578;337820500
2010/02/10;81.01573117483358;81.43196919459363;80.30433479066126;80.98545837402344;240511500
2010/02/11;80.87949412095635;81.92387960683887;80.41027444089265;81.83306121826172;223591600
2010/02/12;80.97031612879064;81.8103675552591;80.60705408023173;81.76496124267578;304622100
2010/02/16;82.38552947881732;83.1347624177504;81.59845410123343;83.051513671875;159317500
2010/02/17;83.45263222922793;83.55858992058003;83.05152771705706;83.445068359375;168845100
2010/02/18;83.30884121428075;84.11105021525752;83.27856841391136;83.9369888305664;193708600
2010/02/19;83.71751859467426;84.43647886591513;83.5207482716397;84.11105346679688;222684900
2010/02/22;84.42133511795039;84.44403827286628;83.87643630418606;84.12618255615234;132346900
2010/02/23;83.89912952979131;84.1564396203135;82.88501112998324;83.10448455810547;207497000
2010/02/24;83.35423237258345;84.00508302732338;83.14232858247189;83.86885833740234;176350700
2010/02/25;82.67315030427918;83.81592434318061;82.44611289006608;83.75537872314453;259634700
2010/02/26;83.83102987763938;84.09591543338894;83.33154311394537;83.8083267211914;173589300
2010/03/01;84.15643146770005;84.76187574689857;84.13372831767039;84.67862701416016;147709700
2010/03/02;85.04191462100549;85.32192790210337;84.76189556596168;84.91325378417969;160992400
2010/03/03;85.13271830856937;85.49598607769569;84.77702018174338;84.98892974853516;150785000
2010/03/04;85.10248245906341;85.36736808906225;84.78462663180217;85.24627685546875;135770400
2010/03/05;85.7987145687106;86.53280825538181;85.5943746291854;86.4646987915039;176118800
2010/03/08;86.47227164106191;86.66903617108088;86.32847729117071;86.4798355102539;114631200
2010/03/09;86.22251465238661;87.02472350679308;86.17710834710178;86.62361907958984;154556700
2010/03/10;86.66147686633089;87.24421239183428;86.58579775280329;87.00960540771484;186088800
2010/03/11;86.80525420131225;87.39556506780393;86.5403744513166;87.37285614013672;160791100
2010/03/12;87.75124082051451;87.76638010275997;87.1382326902951;87.38040924072266;162074800
2010/03/15;87.2290834435979;87.46369043999485;86.72959087507294;87.40314483642578;146816800
2010/03/16;87.64529438072586;88.18262345490331;87.40311781526637;88.09938049316406;168673000
2010/03/17;88.3642719224428;88.90917071044102;88.10695603969006;88.62158203125;177468100
2010/03/18;88.62916309089397;88.75024851829961;88.22048894725064;88.57618713378906;196509100
2010/03/19;88.12783813476562;89.13093133316978;87.78587098670637;88.12783813476562;226641100
2010/03/22;87.62629558485325;88.75857955442584;87.57310146396708;88.59899139404297;184477800
